Term|Overlap|P.value|Adjusted.P.value|Old.P.value|Old.Adjusted.P.value|Odds.Ratio|Combined.Score|Genes|cluster
163|regulation of T cell activation (GO:0050863)|2/45|0.0229288734091663|0.717828472435432|0|0|8.54700854700855|32.2680197868451|GSN;GPNMB|0
164|regulation of smooth muscle cell proliferation (GO:0048660)|2/45|0.0229288734091663|0.713451469554728|0|0|8.54700854700855|32.2680197868451|HMOX1;IGF1|0
165|positive regulation of peptidyl-tyrosine phosphorylation (GO:0050731)|3/117|0.0231796386878286|0.716883007418117|0|0|4.93096646942801|18.5625297259851|CD74;TREM2;IGF1|0
166|sphingolipid metabolic process (GO:0006665)|3/117|0.0231796386878286|0.712564435084273|0|0|4.93096646942801|18.5625297259851|GM2A;HEXB;PSAP|0
167|response to glucose (GO:0009749)|2/48|0.025864054347731|0.790324966086654|0|0|8.01282051282051|29.2860668050682|LPL;IGF1|0
168|regulation of intrinsic apoptotic signaling pathway (GO:2001242)|2/48|0.025864054347731|0.785620650812329|0|0|8.01282051282051|29.2860668050682|BCAP31;CAV1|0
169|regulation of apoptotic process (GO:0042981)|9/816|0.0262980010028538|0.794075142707474|0|0|2.1210407239819|7.71690260926864|PRDX2;CD74;PRDX5;LGALS1;PDPN;NME2;CTSH;IGF1;CTSB|0
170|regulation of mitochondrion organization (GO:0010821)|2/49|0.0268746417135921|0.806713509790945|0|0|7.84929356357928|28.3875362967853|CTSK;ATPIF1|0
171|protein oligomerization (GO:0051259)|4/218|0.0271226871932146|0.809398086239613|0|0|3.52858151023289|12.728951078063|B4GALT1;CAV1;ATPIF1;HMOX1|0
172|regulation of cellular protein metabolic process (GO:0032268)|2/51|0.0289429675166677|0.858697460683462|0|0|7.54147812971342|26.7151434594447|RBM3;APOE|0
173|wound healing (GO:0042060)|2/51|0.0289429675166677|0.853733891546563|0|0|7.54147812971342|26.7151434594447|MYOF;HMOX1|0
174|regulation of macromolecule metabolic process (GO:0060255)|3/130|0.0303858673052973|0.891144142867426|0|0|4.43786982248521|15.5049304878929|APOE;IGF1;CRIP1|0
175|polyamine biosynthetic process (GO:0006596)|1/6|0.0308008128994233|0.898151704147183|0|0|32.0512820512821|111.545326811297|SAT1|0
176|regulation of cellular carbohydrate catabolic process (GO:0043471)|1/6|0.0308008128994233|0.893048569464529|0|0|32.0512820512821|111.545326811297|PGAM1|0
177|positive regulation of protein import into nucleus, translocation (GO:0033160)|1/6|0.0308008128994233|0.888003097320661|0|0|32.0512820512821|111.545326811297|IGF1|0
178|regulation of keratinocyte apoptotic process (GO:1902172)|1/6|0.0308008128994233|0.88301431587504|0|0|32.0512820512821|111.545326811297|GSN|0
179|positive regulation of toll-like receptor 3 signaling pathway (GO:0034141)|1/6|0.0308008128994233|0.878081275004229|0|0|32.0512820512821|111.545326811297|CAV1|0
180|regulation of extent of cell growth (GO:0061387)|1/6|0.0308008128994233|0.87320304569865|0|0|32.0512820512821|111.545326811297|APOE|0
181|folic acid-containing compound biosynthetic process (GO:0009396)|1/6|0.0308008128994233|0.868378719479321|0|0|32.0512820512821|111.545326811297|ATPIF1|0
182|cellular response to iron ion (GO:0071281)|1/6|0.0308008128994233|0.86360740783383|0|0|32.0512820512821|111.545326811297|B2M|0
183|negative regulation of erythrocyte differentiation (GO:0045647)|1/6|0.0308008128994233|0.858888241670804|0|0|32.0512820512821|111.545326811297|MAFB|0
184|lipoprotein metabolic process (GO:0042157)|1/6|0.0308008128994233|0.854220370792158|0|0|32.0512820512821|111.545326811297|APOE|0
185|positive regulation of receptor binding (GO:1900122)|1/6|0.0308008128994233|0.849602963382471|0|0|32.0512820512821|111.545326811297|B2M|0
186|ceramide transport (GO:0035627)|1/6|0.0308008128994233|0.845035205514823|0|0|32.0512820512821|111.545326811297|PSAP|0
187|negative regulation of endoplasmic reticulum calcium ion concentration (GO:0032471)|1/6|0.0308008128994233|0.840516300672498|0|0|32.0512820512821|111.545326811297|BCAP31|0
188|positive regulation of phospholipid transport (GO:2001140)|1/6|0.0308008128994233|0.836045469285942|0|0|32.0512820512821|111.545326811297|APOE|0
189|negative regulation of muscle cell apoptotic process (GO:0010656)|1/6|0.0308008128994233|0.831621948284429|0|0|32.0512820512821|111.545326811297|IGF1|0
190|positive regulation of sodium ion transmembrane transport (GO:1902307)|1/6|0.0308008128994233|0.827244990661879|0|0|32.0512820512821|111.545326811297|GLRX|0
191|lipoprotein catabolic process (GO:0042159)|1/6|0.0308008128994233|0.82291386505632|0|0|32.0512820512821|111.545326811297|APOE|0
192|regulation of protein targeting (GO:1903533)|1/6|0.0308008128994233|0.818627855342485|0|0|32.0512820512821|111.545326811297|ATPIF1|0
193|protein localization to endoplasmic reticulum exit site (GO:0070973)|1/6|0.0308008128994233|0.814386260237083|0|0|32.0512820512821|111.545326811297|BCAP31|0
194|positive regulation of cGMP biosynthetic process (GO:0030828)|1/6|0.0308008128994233|0.810188392916273|0|0|32.0512820512821|111.545326811297|APOE|0
195|spermine metabolic process (GO:0008215)|1/6|0.0308008128994233|0.806033580644908|0|0|32.0512820512821|111.545326811297|SAT1|0
196|surfactant homeostasis (GO:0043129)|1/6|0.0308008128994233|0.801921164417128|0|0|32.0512820512821|111.545326811297|CTSH|0
197|negative regulation of interferon-gamma-mediated signaling pathway (GO:0060336)|1/6|0.0308008128994233|0.797850498607904|0|0|32.0512820512821|111.545326811297|ARG1|0
198|negative regulation of response to interferon-gamma (GO:0060331)|1/6|0.0308008128994233|0.793820950635137|0|0|32.0512820512821|111.545326811297|ARG1|0
199|antigen processing and presentation of endogenous peptide antigen (GO:0002483)|1/6|0.0308008128994233|0.789831900631945|0|0|32.0512820512821|111.545326811297|B2M|0
200|negative regulation of leukocyte degranulation (GO:0043301)|1/6|0.0308008128994233|0.785882741128785|0|0|32.0512820512821|111.545326811297|CD84|0
201|chemical homeostasis within a tissue (GO:0048875)|1/6|0.0308008128994233|0.78197287674506|0|0|32.0512820512821|111.545326811297|CTSH|0
202|positive regulation of myeloid leukocyte cytokine production involved in immune response (GO:0061081)|1/6|0.0308008128994233|0.778101723889886|0|0|32.0512820512821|111.545326811297|CD74|0
203|positive regulation of cytosolic calcium ion concentration (GO:0007204)|3/134|0.0328141827800793|0.824880663678545|0|0|4.30539609644087|14.7110840494507|BCAP31;CD52;CAV1|0
204|regulation of cytosolic calcium ion concentration (GO:0051480)|3/138|0.0353410094156357|0.884044956117593|0|0|4.18060200668896|13.974545357528|BCAP31;CD52;CAV1|0
205|cellular iron ion homeostasis (GO:0006879)|2/57|0.0355118023978855|0.883984037250778|0|0|6.74763832658569|22.5228756804434|FTH1;HMOX1|0
206|glycosaminoglycan catabolic process (GO:0006027)|2/57|0.0355118023978855|0.87969285260393|0|0|6.74763832658569|22.5228756804434|HEXB;SDC3|0
207|angiotensin-activated signaling pathway (GO:0038166)|1/7|0.0358421454858948|0.883586803934885|0|0|27.4725274725275|91.4459019170173|CAV1|0
208|positive regulation of insulin-like growth factor receptor signaling pathway (GO:0043568)|1/7|0.0358421454858948|0.879338790454429|0|0|27.4725274725275|91.4459019170173|IGF1|0
209|protein localization to basolateral plasma membrane (GO:1903361)|1/7|0.0358421454858948|0.875131427820676|0|0|27.4725274725275|91.4459019170173|CAV1|0
210|regulation of entry of bacterium into host cell (GO:2000535)|1/7|0.0358421454858948|0.870964135307244|0|0|27.4725274725275|91.4459019170173|CAV1|0
211|negative regulation of membrane protein ectodomain proteolysis (GO:0051045)|1/7|0.0358421454858948|0.866836343196783|0|0|27.4725274725275|91.4459019170173|TIMP2|0
212|negative regulation of nitric oxide metabolic process (GO:1904406)|1/7|0.0358421454858948|0.862747492521327|0|0|27.4725274725275|91.4459019170173|CAV1|0
213|negative regulation of leukocyte migration (GO:0002686)|1/7|0.0358421454858948|0.858697034809959|0|0|27.4725274725275|91.4459019170173|HMOX1|0
214|flavin-containing compound metabolic process (GO:0042726)|1/7|0.0358421454858948|0.854684431843557|0|0|27.4725274725275|91.4459019170173|ACP5|0
215|positive regulation of calcineurin-NFAT signaling cascade (GO:0070886)|1/7|0.0358421454858948|0.850709155416378|0|0|27.4725274725275|91.4459019170173|IGF1|0
216|regulation of pinocytosis (GO:0048548)|1/7|0.0358421454858948|0.846770687104265|0|0|27.4725274725275|91.4459019170173|CAV1|0
217|regulation of dendritic spine maintenance (GO:1902950)|1/7|0.0358421454858948|0.842868518039268|0|0|27.4725274725275|91.4459019170173|APOE|0
218|regulation of toll-like receptor 3 signaling pathway (GO:0034139)|1/7|0.0358421454858948|0.839002148690464|0|0|27.4725274725275|91.4459019170173|CAV1|0
219|positive regulation of extracellular matrix disassembly (GO:0090091)|1/7|0.0358421454858948|0.835171088650782|0|0|27.4725274725275|91.4459019170173|PDPN|0
220|positive regulation of sequestering of triglyceride (GO:0010890)|1/7|0.0358421454858948|0.831374856429642|0|0|27.4725274725275|91.4459019170173|LPL|0
221|riboflavin metabolic process (GO:0006771)|1/7|0.0358421454858948|0.827612979251227|0|0|27.4725274725275|91.4459019170173|ACP5|0
222|positive regulation of apoptotic cell clearance (GO:2000427)|1/7|0.0358421454858948|0.823884992858204|0|0|27.4725274725275|91.4459019170173|CD300LF|0
223|mannose metabolic process (GO:0006013)|1/7|0.0358421454858948|0.820190441320723|0|0|27.4725274725275|91.4459019170173|MAN2B1|0
224|pteridine-containing compound biosynthetic process (GO:0042559)|1/7|0.0358421454858948|0.816528876850541|0|0|27.4725274725275|91.4459019170173|ATPIF1|0
225|regulation of NADP metabolic process (GO:1902031)|1/7|0.0358421454858948|0.812899859620094|0|0|27.4725274725275|91.4459019170173|PGAM1|0
226|positive regulation of insulin receptor signaling pathway (GO:0046628)|1/7|0.0358421454858948|0.809302957586377|0|0|27.4725274725275|91.4459019170173|IGF1|0
227|positive regulation of autophagy of mitochondrion (GO:1903599)|1/7|0.0358421454858948|0.805737746319477|0|0|27.4725274725275|91.4459019170173|ATPIF1|0
228|positive regulation of blood vessel endothelial cell proliferation involved in sprouting angiogenesis (GO:1903589)|1/7|0.0358421454858948|0.802203808835619|0|0|27.4725274725275|91.4459019170173|HMOX1|0
229|tetrahydrofolate interconversion (GO:0035999)|1/7|0.0358421454858948|0.798700735434591|0|0|27.4725274725275|91.4459019170173|ATPIF1|0
230|negative regulation of synapse organization (GO:1905809)|1/7|0.0358421454858948|0.795228123541397|0|0|27.4725274725275|91.4459019170173|APOE|0
231|negative regulation of nitric oxide biosynthetic process (GO:0045019)|1/7|0.0358421454858948|0.79178557755204|0|0|27.4725274725275|91.4459019170173|CAV1|0
232|lymphatic endothelial cell differentiation (GO:0060836)|1/7|0.0358421454858948|0.788372708683281|0|0|27.4725274725275|91.4459019170173|PDPN|0
233|regulation of chemokine biosynthetic process (GO:0045073)|1/7|0.0358421454858948|0.784989134826271|0|0|27.4725274725275|91.4459019170173|HMOX1|0
234|gas homeostasis (GO:0033483)|1/7|0.0358421454858948|0.781634480403937|0|0|27.4725274725275|91.4459019170173|CAV1|0
235|regulation of interleukin-18 production (GO:0032661)|1/7|0.0358421454858948|0.778308376232005|0|0|27.4725274725275|91.4459019170173|CD84|0
236|spermidine metabolic process (GO:0008216)|1/7|0.0358421454858948|0.775010459383564|0|0|27.4725274725275|91.4459019170173|SAT1|0
237|chylomicron remnant clearance (GO:0034382)|1/7|0.0358421454858948|0.771740373057052|0|0|27.4725274725275|91.4459019170173|APOE|0
238|regulation of Cdc42 protein signal transduction (GO:0032489)|1/7|0.0358421454858948|0.768497766447568|0|0|27.4725274725275|91.4459019170173|APOE|0
239|response to cytokine (GO:0034097)|3/139|0.0359880370966855|0.768397294160612|0|0|4.15052573325955|13.7987079356144|PTPN18;IFITM2;TIMP2|0
240|regulation of glycolytic process (GO:0006110)|2/58|0.0366577622878735|0.77943567064591|0|0|6.63129973474801|21.9239395095771|PGAM1;IGF1|0
241|receptor metabolic process (GO:0043112)|2/59|0.0378178625945237|0.800765779335497|0|0|6.51890482398957|21.3492420636575|CAV1;LGMN|0
242|regulation of extrinsic apoptotic signaling pathway (GO:2001236)|2/60|0.0389919283697527|0.822214092854743|0|0|6.41025641025641|20.7974398663514|CAV1;IGF1|0
243|post-translational protein modification (GO:0043687)|5/358|0.0391028570746608|0.821159998567877|0|0|2.68586162440911|8.70638091882568|LGALS1;FN1;SPP1;APOE;MFGE8|0
244|regulation of ERK1 and ERK2 cascade (GO:0070372)|4/248|0.0405789670365726|0.848665855687009|0|0|3.10173697270471|9.93953287809183|CD74;GPNMB;FN1;TREM2|0
245|positive regulation of monocyte differentiation (GO:0045657)|1/8|0.0408575074552191|0.851003512424421|0|0|24.0384615384615|76.8669397482758|CD74|0
246|regulation of nitrogen compound metabolic process (GO:0051171)|1/8|0.0408575074552191|0.847544148552777|0|0|24.0384615384615|76.8669397482758|APOE|0
247|regulation of establishment of protein localization to mitochondrion (GO:1903747)|1/8|0.0408575074552191|0.844112795724628|0|0|24.0384615384615|76.8669397482758|ATPIF1|0
248|positive regulation of mitochondrial calcium ion concentration (GO:0051561)|1/8|0.0408575074552191|0.840709115096706|0|0|24.0384615384615|76.8669397482758|BCAP31|0
249|cGMP-mediated signaling (GO:0019934)|1/8|0.0408575074552191|0.837332773269009|0|0|24.0384615384615|76.8669397482758|APOE|0
250|positive regulation of membrane potential (GO:0045838)|1/8|0.0408575074552191|0.833983442175933|0|0|24.0384615384615|76.8669397482758|GLRX|0
251|amyloid fibril formation (GO:1990000)|1/8|0.0408575074552191|0.830660798980013|0|0|24.0384615384615|76.8669397482758|GSN|0
252|regulation of smooth muscle cell apoptotic process (GO:0034391)|1/8|0.0408575074552191|0.827364525968187|0|0|24.0384615384615|76.8669397482758|IGF1|0
253|cellular response to UV-B (GO:0071493)|1/8|0.0408575074552191|0.824094310450526|0|0|24.0384615384615|76.8669397482758|CRIP1|0
254|regulation of amyloid fibril formation (GO:1905906)|1/8|0.0408575074552191|0.820849844661351|0|0|24.0384615384615|76.8669397482758|APOE|0
255|positive regulation of chemokine secretion (GO:0090197)|1/8|0.0408575074552191|0.817630825662679|0|0|24.0384615384615|76.8669397482758|LPL|0
256|regulation of transcription from RNA polymerase II promoter in response to oxidative stress (GO:0043619)|1/8|0.0408575074552191|0.814436955249934|0|0|24.0384615384615|76.8669397482758|HMOX1|0
257|negative regulation of voltage-gated potassium channel activity (GO:1903817)|1/8|0.0408575074552191|0.811267939859857|0|0|24.0384615384615|76.8669397482758|CAV1|0
258|regulation of toll-like receptor 2 signaling pathway (GO:0034135)|1/8|0.0408575074552191|0.808123490480555|0|0|24.0384615384615|76.8669397482758|CYBA|0
259|immunoglobulin mediated immune response (GO:0016064)|1/8|0.0408575074552191|0.805003322563642|0|0|24.0384615384615|76.8669397482758|CD74|0
260|regulation of store-operated calcium entry (GO:2001256)|1/8|0.0408575074552191|0.801907155938397|0|0|24.0384615384615|76.8669397482758|CD84|0
261|regulation of chemokine secretion (GO:0090196)|1/8|0.0408575074552191|0.798834714727905|0|0|24.0384615384615|76.8669397482758|LPL|0
262|arginine catabolic process (GO:0006527)|1/8|0.0408575074552191|0.795785727267111|0|0|24.0384615384615|76.8669397482758|ARG1|0
263|regulation of receptor binding (GO:1900120)|1/8|0.0408575074552191|0.79275992602275|0|0|24.0384615384615|76.8669397482758|B2M|0
264|response to vitamin D (GO:0033280)|1/8|0.0408575074552191|0.789757047515088|0|0|24.0384615384615|76.8669397482758|SPP1|0
265|B cell mediated immunity (GO:0019724)|1/8|0.0408575074552191|0.786776832241446|0|0|24.0384615384615|76.8669397482758|CD74|0
266|regulation of cardiac muscle cell action potential involved in regulation of contraction (GO:0098909)|1/8|0.0408575074552191|0.783819024601441|0|0|24.0384615384615|76.8669397482758|CAV1|0
267|regulation of apoptotic cell clearance (GO:2000425)|1/8|0.0408575074552191|0.780883372823907|0|0|24.0384615384615|76.8669397482758|CD300LF|0
268|negative regulation of MAP kinase activity (GO:0043407)|2/62|0.0413812636267176|0.787942493608731|0|0|6.20347394540943|19.7576120967386|CAV1;APOE|0
269|negative regulation of viral life cycle (GO:1903901)|2/62|0.0413812636267176|0.785013339357397|0|0|6.20347394540943|19.7576120967386|IFITM2;GSN|0
270|regulation of T cell proliferation (GO:0042129)|2/63|0.0425961902322259|0.80506799538907|0|0|6.1050061050061|19.2673410309794|GPNMB;ARG1|0
271|oligosaccharide metabolic process (GO:0009311)|2/64|0.0438243965341732|0.825224706693305|0|0|6.00961538461539|18.7954604457255|B4GALT1;MAN2B1|0
272|regulation of proteolysis (GO:0030162)|2/64|0.0438243965341732|0.822190792330462|0|0|6.00961538461539|18.7954604457255|CSTB;CAV1|0
273|negative regulation of neuron apoptotic process (GO:0043524)|2/64|0.0438243965341732|0.819179104446468|0|0|6.00961538461539|18.7954604457255|APOE;LGMN|0
274|nucleoside triphosphate biosynthetic process (GO:0009142)|1/9|0.0458470310594364|0.853859122249285|0|0|21.3675213675214|65.8642058913377|NME2|0
275|removal of superoxide radicals (GO:0019430)|1/9|0.0458470310594364|0.85075417998656|0|0|21.3675213675214|65.8642058913377|PRDX2|0
276|negative regulation of phagocytosis (GO:0050765)|1/9|0.0458470310594364|0.84767173730545|0|0|21.3675213675214|65.8642058913377|CD300LF|0
277|ornithine metabolic process (GO:0006591)|1/9|0.0458470310594364|0.844611550528174|0|0|21.3675213675214|65.8642058913377|ARG1|0
278|negative regulation of alcohol biosynthetic process (GO:1902931)|1/9|0.0458470310594364|0.841573379483108|0|0|21.3675213675214|65.8642058913377|APOE|0
279|regulation of macrophage cytokine production (GO:0010935)|1/9|0.0458470310594364|0.83855698744195|0|0|21.3675213675214|65.8642058913377|CD74|0
280|integrin activation (GO:0033622)|1/9|0.0458470310594364|0.835562141058229|0|0|21.3675213675214|65.8642058913377|FN1|0
281|actin filament reorganization (GO:0090527)|1/9|0.0458470310594364|0.832588610307132|0|0|21.3675213675214|65.8642058913377|GSN|0
282|basement membrane organization (GO:0071711)|1/9|0.0458470310594364|0.82963616842661|0|0|21.3675213675214|65.8642058913377|CTSS|0
283|cellular response to superoxide (GO:0071451)|1/9|0.0458470310594364|0.826704591859732|0|0|21.3675213675214|65.8642058913377|PRDX2|0
284|oligosaccharide catabolic process (GO:0009313)|1/9|0.0458470310594364|0.823793660198254|0|0|21.3675213675214|65.8642058913377|MAN2B1|0
285|sterol catabolic process (GO:0016127)|1/9|0.0458470310594364|0.820903156127383|0|0|21.3675213675214|65.8642058913377|APOE|0
286|regulation of leukocyte activation (GO:0002694)|1/9|0.0458470310594364|0.818032865371693|0|0|21.3675213675214|65.8642058913377|CD74|0
287|regulation of cysteine-type endopeptidase activity involved in apoptotic signaling pathway (GO:2001267)|1/9|0.0458470310594364|0.815182576642175|0|0|21.3675213675214|65.8642058913377|GSN|0
288|positive regulation of cholesterol esterification (GO:0010873)|1/9|0.0458470310594364|0.812352081584389|0|0|21.3675213675214|65.8642058913377|APOE|0
289|cholesterol catabolic process (GO:0006707)|1/9|0.0458470310594364|0.809541174727696|0|0|21.3675213675214|65.8642058913377|APOE|0
290|ether lipid metabolic process (GO:0046485)|1/9|0.0458470310594364|0.806749653435531|0|0|21.3675213675214|65.8642058913377|PLA2G16|0
291|regulation of cell communication by electrical coupling involved in cardiac conduction (GO:1901844)|1/9|0.0458470310594364|0.803977317856715|0|0|21.3675213675214|65.8642058913377|CAV1|0
